anio	trimestre	aglomerado_origen	localidad_destino	viajantes
2015	3	Paraná	Córdoba	1100
2015	3	Paraná	Diamante	318
2015	3	Paraná	Federación	7070
2015	3	Paraná	General Galarza	752
2015	3	Paraná	Godoy Cruz (Ciudad)	20800
2015	3	Paraná	Hernandarias	317
2015	3	Paraná	Hernández	532
2015	3	Paraná	Hurlingham	3494
2015	3	Paraná	La Picada	17122
2015	3	Paraná	Lucas González	3140
2015	3	Paraná	Luján	532
2015	3	Paraná	María Grande	550
2015	3	Paraná	Mendoza, Ciudad de	10630
2015	3	Paraná	Puerto Iguazú	1136
2015	3	Paraná	Puerto Madryn	277
2015	3	Paraná	Rosario	5756
2015	3	Paraná	Río Cuarto	15600
2015	3	Paraná	Salta	1072
2015	3	Paraná	San José del Rincón	6768
2015	3	Paraná	San Miguel de Tucumán	532
2015	3	Paraná	San Rafael (Ciudad)	4600
2015	3	Paraná	Santa Clara del Mar	534
2015	3	Paraná	Santa Fe	58577
2015	3	Paraná	Santo Tomé	552
2015	3	Paraná	Sierra de los Padres	552
2015	3	Paraná	Tafí del Valle	367
2015	3	Paraná	Tanti	1218
2015	3	Paraná	Victoria	289
2015	3	Paraná	Villa Carlos Paz	267
2015	3	Paraná	Villa Urquiza	11809
2015	4	Concordia	Ciudad de Buenos Aires	24151
2015	4	Concordia	Concepción del Uruguay	1188
2015	4	Concordia	Córdoba	339
2015	4	Concordia	Federación	18985
2015	4	Concordia	Federal	2020
2015	4	Concordia	Mar del Plata	296
2015	4	Concordia	Mercedes	2352
2015	4	Concordia	Paraná	939
2015	4	Concordia	Puerto Iguazú	1010
2015	4	Concordia	Puerto Madryn	594
2015	4	Concordia	Salta	592
2015	4	Concordia	Santa Fe	1764
2015	4	Paraná	Cariló	1136
2015	4	Paraná	Cerrito	10456
2015	4	Paraná	Chajarí	4256
2015	4	Paraná	Ciudad de Buenos Aires	2438
2015	4	Paraná	Colón	1029
2015	4	Paraná	Concepción del Uruguay	17505
2015	4	Paraná	Concordia	3396
2015	4	Paraná	Esperanza	1136
2015	4	Paraná	General Galarza	1726
2015	4	Paraná	Gualeguay	11816
2015	4	Paraná	Hocker	4256
2015	4	Paraná	La Cumbre	5467
2015	4	Paraná	La Paz	426
2015	4	Paraná	La Picada	1152
2015	4	Paraná	Las Cuevas	1604
2015	4	Paraná	María Grande	35268
2015	4	Paraná	Mercedes	1029
2015	4	Paraná	Merlo	1132
2015	4	Paraná	Nogoyá	1420
2015	4	Paraná	Paraná	4780
2015	4	Paraná	Paso de la Laguna	284
2015	4	Paraná	Piedras Blancas	347
2015	4	Paraná	Pueblo General San Martín	527
2015	4	Paraná	Rosario	1765
2015	4	Paraná	Santa Elena	10524
2015	4	Paraná	Seguí	570
2015	4	Paraná	Viale	1172
2015	4	Paraná	Viedma	560
2015	4	Paraná	Villa Carlos Paz	1346
2015	4	Paraná	Villa Cura Brochero	466
2015	4	Paraná	Villa Urquiza	23078
2015	4	Paraná	Villaguay	1433
2016	1	Concordia	Basavilbaso	48224
2016	1	Concordia	Berazategui	306
2016	1	Concordia	Cañuelas	6028
2016	1	Concordia	Ciudad de Buenos Aires	1148
2016	1	Concordia	Corrientes	7407
2016	1	Concordia	Federación	8058
2016	1	Concordia	Gualeguaychú	612
2016	1	Concordia	Mar del Plata	287
2016	1	Concordia	Merlo	6028
2016	1	Concordia	Paraná	10680
2016	1	Concordia	Puerto Yeruá	29550
2016	1	Concordia	Rosario del Tala	6027
2016	1	Concordia	Salta	589
2016	1	Concordia	San Salvador	287
2016	1	Paraná	Aldea Brasilera	17648
2016	1	Paraná	Cerrito	552
2016	1	Paraná	Ciudad de Buenos Aires	1103
2016	1	Paraná	Concordia	552
2016	1	Paraná	Cosquín	828
2016	1	Paraná	Crespo	1100
2016	1	Paraná	Diamante	4540
2016	1	Paraná	Esperanza	1100
2016	1	Paraná	Federación	36855
2016	1	Paraná	General Ramírez	1100
2016	1	Paraná	Gualeguaychú	3347
2016	1	Paraná	Hasenkamp	276
2016	1	Paraná	La Picada	1104
2016	1	Paraná	Mar del Plata	29196
2016	1	Paraná	María Grande	8065
2016	1	Paraná	Monte Hermoso	34704
2016	1	Paraná	Pinamar	1710
2016	1	Paraná	Puerto Iguazú	1514
2016	1	Paraná	Rosario	1124
2016	1	Paraná	Río Grande	314
2016	1	Paraná	Salta	550
2016	1	Paraná	San Benito	552
2016	1	Paraná	San Carlos de Bariloche	1375
2016	1	Paraná	San José de Feliciano	276
2016	1	Paraná	Santa Elena	11570
2016	1	Paraná	Santa Fe	6626
2016	1	Paraná	Seguí	550
2016	1	Paraná	Victoria	828
2016	1	Paraná	Villa Carlos Paz	825
2016	1	Paraná	Villa Elisa	1100
2016	1	Paraná	Villa Urquiza	16940
2016	1	Paraná	Villaguay	2328
2016	2	Concordia	Colonia Yeruá	20664
2016	2	Concordia	Colón	31724
2016	2	Concordia	Córdoba	958
2016	2	Concordia	Ingeniero Maschwitz	1728
2016	2	Concordia	La Paz	556
2016	2	Concordia	Merlo	401
2016	2	Concordia	Paraná	47012
2016	2	Concordia	Puerto Yeruá	26489
2016	2	Concordia	Salta	879
2016	2	Concordia	San Martín de los Andes	2631
2016	2	Concordia	San Salvador	279
2016	2	Concordia	Tartagal	306
2016	2	Concordia	Villaguay	5964
2016	2	Paraná	Aranguren	3647
2016	2	Paraná	Boulogne Sur Mer	708
2016	2	Paraná	Cerrito	16308
2016	2	Paraná	Ciudad de Buenos Aires	7498
2016	2	Paraná	Colón	804
2016	2	Paraná	Crespo	3892
2016	2	Paraná	Córdoba	4834
2016	2	Paraná	Diamante	2430
2016	2	Paraná	Federación	3828
2016	2	Paraná	La Falda	262
2016	2	Paraná	La Paz	271
2016	2	Paraná	Libertador San Martín	542
2016	2	Paraná	Lomas de Zamora	3758
2016	2	Paraná	Mendoza, Ciudad de	262
2016	2	Paraná	Munro	1618
2016	2	Paraná	Rafaela	132
2016	2	Paraná	Rosario	944
2016	2	Paraná	Rosario de la Frontera	264
2016	2	Paraná	San Antonio	272
2016	2	Paraná	San Marcial	530
2016	2	Paraná	Santa Elena	271
2016	2	Paraná	Santa Fe	3673
2016	2	Paraná	Valeria del Mar	268
2016	2	Paraná	Victoria	393
2016	2	Paraná	Villa Carlos Paz	354
2016	2	Paraná	Villa General Belgrano	264
2016	2	Paraná	Villa Urquiza	528
2016	3	Concordia	Chajarí	13556
2016	3	Concordia	Ciudad de Buenos Aires	44586
2016	3	Concordia	Colonia Yeruá	20574
2016	3	Concordia	Colón	19440
2016	3	Concordia	Córdoba	270
2016	3	Concordia	Federación	64690
2016	3	Concordia	La Plata	356
2016	3	Concordia	Paraná	10273
2016	3	Concordia	Posadas (Municipio de Posadas)	1130
2016	3	Concordia	Rosario	890
2016	3	Concordia	Río Ceballos	586
2016	3	Paraná	Aldea Valle María	528
2016	3	Paraná	Cerrito	28734
2016	3	Paraná	Ciudad de Buenos Aires	26763
2016	3	Paraná	Clorinda	286
2016	3	Paraná	Colonia Ensayo	280
2016	3	Paraná	Colón	30966
2016	3	Paraná	Concepción del Uruguay	136
2016	3	Paraná	Concordia	811
2016	3	Paraná	Diamante	9602
2016	3	Paraná	El Calafate	262
2016	3	Paraná	Esperanza	270
2016	3	Paraná	Federación	1188
2016	3	Paraná	La Paz	10169
2016	3	Paraná	La Picada	62832
2016	3	Paraná	Paraje La Virgen	5578
2016	3	Paraná	Paraná	262
2016	3	Paraná	Pilar	497
2016	3	Paraná	Pueblo Brugo	1076
2016	3	Paraná	Puerto Iguazú	815
2016	3	Paraná	Rosario	557
2016	3	Paraná	Rosario del Tala	34413
2016	3	Paraná	Río Tercero	783
2016	3	Paraná	Salta	1693
2016	3	Paraná	San Benito	9758
2016	3	Paraná	San Fernando del Valle de Catamarca	411
2016	3	Paraná	San Javier	5021
2016	3	Paraná	San Miguel de Tucumán	266
2016	3	Paraná	Santa Fe	69289
2016	3	Paraná	Santiago del Estero	131
2016	3	Paraná	Termas de Río Hondo	1578
2016	3	Paraná	Valle Hermoso	320
2016	3	Paraná	Viamonte	1582
2016	3	Paraná	Viedma	295
2016	3	Paraná	Villa Urquiza	10720
2016	4	Concordia	Colón	3949
2016	4	Concordia	Federación	3048
2016	4	Concordia	Mercedes	9898
2016	4	Concordia	Nueva Escocia	330
2016	4	Concordia	Paraná	495
2016	4	Concordia	Puerto Yeruá	34858
2016	4	Concordia	Rosario	330
2016	4	Concordia	Salta	2722
2016	4	Concordia	San Carlos de Bariloche	262
2016	4	Concordia	Ushuaia	262
2016	4	Paraná	Aldea Valle María	939
2016	4	Paraná	Ciudad de Buenos Aires	1321
2016	4	Paraná	Concepción del Uruguay	202
2016	4	Paraná	Concordia	788
2016	4	Paraná	Córdoba	952
2016	4	Paraná	Diamante	366
2016	4	Paraná	General Ramírez	639
2016	4	Paraná	Gualeguay	272
2016	4	Paraná	La Paz	1066
2016	4	Paraná	La Picada	274
2016	4	Paraná	Mar del Plata	272
2016	4	Paraná	María Grande	786
2016	4	Paraná	Oro Verde	808
2016	4	Paraná	Paraje La Virgen	8330
2016	4	Paraná	Paso de la Laguna	136
2016	4	Paraná	Potrero de Garay	536
2016	4	Paraná	Resistencia	5460
2016	4	Paraná	Rosario	1504
2016	4	Paraná	Salta	264
2016	4	Paraná	San Benito	1084
2016	4	Paraná	San Carlos de Bariloche	274
2016	4	Paraná	San Miguel de Tucumán	14440
2016	4	Paraná	Santa Fe	951
2016	4	Paraná	Santa Rosa de Calamuchita	393
2016	4	Paraná	Sauce Montrull	1088
2016	4	Paraná	Sauce Viejo	27045
2016	4	Paraná	Sauce de Luna	131
2016	4	Paraná	Termas de Río Hondo	272
2016	4	Paraná	Valle Hermoso	272
2016	4	Paraná	Viale	691
2016	4	Paraná	Victoria	802
2016	4	Paraná	Villa Urquiza	542
2017	1	Concordia	Colón	15996
2017	1	Concordia	Corrientes	6494
2017	1	Concordia	Córdoba	3288
2017	1	Concordia	Gualeguaychú	276
2017	1	Concordia	Puerto Yeruá	6290
2017	1	Concordia	Salto	13128
2017	1	Concordia	San Carlos de Bariloche	2572
2017	1	Paraná	Aldea Valle María	3126
2017	1	Paraná	Calamuchita	496
2017	1	Paraná	Ciudad de Buenos Aires	4403
2017	1	Paraná	Colón	1334
2017	1	Paraná	Crespo	558
2017	1	Paraná	Córdoba	4287
2017	1	Paraná	Diamante	5040
2017	1	Paraná	Federación	1482
2017	1	Paraná	Federal	474
2017	1	Paraná	General Galarza	1308
2017	1	Paraná	Gualeguaychú	5859
2017	1	Paraná	Hernandarias	318
2017	1	Paraná	La Picada	1016
2017	1	Paraná	Mendoza, Ciudad de	278
2017	1	Paraná	Merlo	14787
2017	1	Paraná	Nono	173
2017	1	Paraná	Paraná	1352
2017	1	Paraná	Pilar	211
2017	1	Paraná	Posadas (Municipio de Posadas)	15372
2017	1	Paraná	Pueblo Brugo	1308
2017	1	Paraná	Puerto Madryn	130
2017	1	Paraná	Puerto Yeruá	504
2017	1	Paraná	Rosario	530
2017	1	Paraná	Rosario del Tala	333
2017	1	Paraná	Salta	730
2017	1	Paraná	San Carlos Centro	211
2017	1	Paraná	San Carlos de Bariloche	4929
2017	1	Paraná	San Luis	260
2017	1	Paraná	Santa Rosa de Calamuchita	1132
2017	1	Paraná	Santo Tomé	8612
2017	1	Paraná	Sauce Montrull	2920
2017	1	Paraná	Valeria del Mar	905
2017	1	Paraná	Victoria	334
2017	1	Paraná	Villa Carlos Paz	2626
2017	1	Paraná	Villa General Belgrano	890
2017	1	Paraná	Villa Gesell	262
2017	1	Paraná	Villa Urquiza	1100
2017	1	Paraná	Villaguay	913
2017	2	Concordia	Alvear	4072
2017	2	Concordia	Capilla del Monte	2291
2017	2	Concordia	Chajarí	4797
2017	2	Concordia	Ciudad de Buenos Aires	1694
2017	2	Concordia	Colón	3904
2017	2	Concordia	Concepción del Uruguay	2291
2017	2	Concordia	Federación	850
2017	2	Concordia	La Paz	420
2017	2	Concordia	Los Charrúas	3904
2017	2	Concordia	Paraná	3708
2017	2	Concordia	Posadas (Municipio de Posadas)	4072
2017	2	Concordia	Puerto Yeruá	800
2017	2	Concordia	Resistencia	330
2017	2	Concordia	Rosario	1602
2017	2	Concordia	Salta	744
2017	2	Concordia	Salto	592
2017	2	Concordia	San Salvador de Jujuy	25409
2017	2	Concordia	Santa Fe	705
2017	2	Concordia	Villaguay	4797
2017	2	Paraná	Aldea Valle María	2937
2017	2	Paraná	Carpintería	9608
2017	2	Paraná	Chapadmalal	347
2017	2	Paraná	Chilecito	230
2017	2	Paraná	Ciudad de Buenos Aires	2800
2017	2	Paraná	Concordia	200
2017	2	Paraná	Corrientes	230
2017	2	Paraná	Crespo	640
2017	2	Paraná	Córdoba	408
2017	2	Paraná	Diamante	6554
2017	2	Paraná	Federal	25408
2017	2	Paraná	La Paz	11550
2017	2	Paraná	Laguna Paiva	9424
2017	2	Paraná	Libertador San Martín	1348
2017	2	Paraná	Maciá	16924
2017	2	Paraná	María Grande	12816
2017	2	Paraná	Mendoza, Ciudad de	2574
2017	2	Paraná	Oberá	2238
2017	2	Paraná	Paraná	22044
2017	2	Paraná	Posadas (Municipio de Posadas)	264
2017	2	Paraná	Puerto Iguazú	1628
2017	2	Paraná	Puerto Yeruá	528
2017	2	Paraná	Rosario	494
2017	2	Paraná	Río Cuarto	264
2017	2	Paraná	Santa Elena	2403
2017	2	Paraná	Santa Fe	4280
2017	2	Paraná	Seguí	3073
2017	2	Paraná	Villa Urquiza	4559
2017	2	Paraná	Villaguay	232
2017	3	Concordia	Bella Vista	780
2017	3	Concordia	Ciudad de Buenos Aires	7903
2017	3	Concordia	Concepción del Uruguay	1265
2017	3	Concordia	Corrientes	2841
2017	3	Concordia	El Soberbio	460
2017	3	Concordia	Federación	21330
2017	3	Concordia	General Campos	4030
2017	3	Concordia	Paraná	17204
2017	3	Concordia	Posadas (Municipio de Posadas)	2772
2017	3	Concordia	Puerto Yeruá	14475
2017	3	Concordia	Quebrada	1649
2017	3	Concordia	Rosario	6306
2017	3	Concordia	Salta	316
2017	3	Concordia	San Carlos de Bariloche	1802
2017	3	Concordia	San Jaime de la Frontera	1401
2017	3	Concordia	San Pedro	2749
2017	3	Concordia	Santa Fe	2379
2017	3	Concordia	Tigre	408
2017	3	Concordia	Ubajay	37212
2017	3	Paraná	Basavilbaso	16595
2017	3	Paraná	Canals	4564
2017	3	Paraná	Ciudad de Buenos Aires	5909
2017	3	Paraná	Colonia Avellaneda	894
2017	3	Paraná	Colón	6238
2017	3	Paraná	Concepción del Uruguay	11931
2017	3	Paraná	Concordia	366
2017	3	Paraná	Cosquín	471
2017	3	Paraná	Córdoba	402
2017	3	Paraná	Diamante	54774
2017	3	Paraná	Esquina	19752
2017	3	Paraná	Esteros del Iberá	381
2017	3	Paraná	General Alvear	1065
2017	3	Paraná	Gobernador Crespo	2577
2017	3	Paraná	Gualeguay	520
2017	3	Paraná	José C. Paz	11691
2017	3	Paraná	La Paz	3599
2017	3	Paraná	La Picada	1064
2017	3	Paraná	La Rioja	369
2017	3	Paraná	Mar del Plata	2859
2017	3	Paraná	María Grande	1749
2017	3	Paraná	Merlo	2050
2017	3	Paraná	Nogoyá	1910
2017	3	Paraná	Piedras Blancas	2904
2017	3	Paraná	Potrero de los Funes	3440
2017	3	Paraná	Rosario	4499
2017	3	Paraná	Salta	16293
2017	3	Paraná	San Miguel de Tucumán	1833
2017	3	Paraná	San Rafael (Ciudad)	1749
2017	3	Paraná	Santa Elena	753
2017	3	Paraná	Santa Fe	67971
2017	3	Paraná	Viale	29868
2017	3	Paraná	Victoria	2198
2017	3	Paraná	Villa Carlos Paz	19629
2017	3	Paraná	Villa Fontana	616
2017	3	Paraná	Villa Urquiza	10308
2017	3	Paraná	Villaguay	20802
2017	4	Concordia	Chajarí	564
2017	4	Concordia	Ciudad de Buenos Aires	3336
2017	4	Concordia	Colón	2951
2017	4	Concordia	Concepción del Uruguay	1347
2017	4	Concordia	Concordia	5036
2017	4	Concordia	Durazno	34356
2017	4	Concordia	Federación	24796
2017	4	Concordia	Federal	8976
2017	4	Concordia	Gualeguaychú	264
2017	4	Concordia	Martínez	1864
2017	4	Concordia	Paraná	38741
2017	4	Concordia	Puerto Iguazú	528
2017	4	Concordia	Puerto Yeruá	4860
2017	4	Concordia	Rosario	410
2017	4	Concordia	San Salvador	2084
2017	4	Concordia	Santa Fe	8624
2017	4	Concordia	Villa Elisa	1046
2017	4	Concordia	Villaguay	21508
2017	4	Paraná	Aldea Valle María	1889
2017	4	Paraná	Ciudad de Buenos Aires	1677
2017	4	Paraná	Colón	368
2017	4	Paraná	Concordia	174
2017	4	Paraná	Córdoba	946
2017	4	Paraná	Diamante	1206
2017	4	Paraná	Esquina	654
2017	4	Paraná	Federación	3502
2017	4	Paraná	General Ramírez	1694
2017	4	Paraná	Gualeguaychú	7139
2017	4	Paraná	Mar del Plata	2945
2017	4	Paraná	María Grande	928
2017	4	Paraná	Mendoza, Ciudad de	262
2017	4	Paraná	Merlo	300
2017	4	Paraná	Miramar	526
2017	4	Paraná	Oro Verde	2413
2017	4	Paraná	Pilar	804
2017	4	Paraná	Punilla	12908
2017	4	Paraná	Rosario	5506
2017	4	Paraná	Salta	318
2017	4	Paraná	San Benito	4436
2017	4	Paraná	San Martín de las Escobas	2236
2017	4	Paraná	Santa Fe	28665
2017	4	Paraná	Santa Rosa de Río Primero	352
2017	4	Paraná	Sauce de Luna	1976
2017	4	Paraná	Tigre	6367
2017	4	Paraná	Valle Hermoso	2413
2017	4	Paraná	Viale	6590
2017	4	Paraná	Victoria	11482
2017	4	Paraná	Villa Carlos Paz	283
2017	4	Paraná	Villa Urquiza	3069
2017	4	Paraná	Villaguay	570
2018	1	Concordia	Chajarí	1482
2018	1	Concordia	Ciudad de Buenos Aires	2327
2018	1	Concordia	Colón	5624
2018	1	Concordia	Córdoba	4310
2018	1	Concordia	Federación	556
2018	1	Concordia	Federal	517
2018	1	Concordia	La Paz	2410
2018	1	Concordia	Mina Clavero	10460
2018	1	Concordia	Nueva Escocia	11765
2018	1	Concordia	Paraná	10460
2018	1	Concordia	Pedernal	11765
2018	1	Concordia	Puerto Yeruá	15233
2018	1	Concordia	San Carlos de Bariloche	528
2018	1	Concordia	San José	13764
2018	1	Concordia	San Pedro	1704
2018	1	Concordia	Santa Clara del Mar	1156
2018	1	Concordia	Santa Elena	23530
2018	1	Concordia	Santa Rosa de Calamuchita	29701
2018	1	Concordia	Victoria	362
2018	1	Concordia	Villa Carlos Paz	282
2018	1	Paraná	Alpa Corral	832
2018	1	Paraná	Alvear	969
2018	1	Paraná	Bovril	842
2018	1	Paraná	Cafayate	6856
2018	1	Paraná	Cerrito	350
2018	1	Paraná	Ciudad de Buenos Aires	1285
2018	1	Paraná	Claromecó	1668
2018	1	Paraná	Colón	346
2018	1	Paraná	Crespo	6557
2018	1	Paraná	Córdoba	5278
2018	1	Paraná	Esperanza	3762
2018	1	Paraná	Esquiú	390
2018	1	Paraná	General Ramírez	727
2018	1	Paraná	La Calera	302
2018	1	Paraná	La Paz	568
2018	1	Paraná	Mar de las Pampas	258
2018	1	Paraná	Mar del Plata	764
2018	1	Paraná	María Grande	74997
2018	1	Paraná	Mendoza, Ciudad de	128
2018	1	Paraná	Monte Hermoso	3566
2018	1	Paraná	Potrero de los Funes	1380
2018	1	Paraná	Ramos Mejía	858
2018	1	Paraná	Rosario	2574
2018	1	Paraná	San Carlos de Bariloche	1276
2018	1	Paraná	San Clemente del Tuyú	346
2018	1	Paraná	San José	346
2018	1	Paraná	San Nicolás de los Arroyos	6445
2018	1	Paraná	Santa Fe	139
2018	1	Paraná	Sauce de Luna	1400
2018	1	Paraná	Ushuaia	270
2018	1	Paraná	Victoria	3566
2018	1	Paraná	Villa Carlos Paz	1061
2018	1	Paraná	Villa Elisa	2979
2018	1	Paraná	Villa Urquiza	3615
2018	2	Concordia	Bell Ville	4004
2018	2	Concordia	Chajarí	1969
2018	2	Concordia	Ciudad de Buenos Aires	2216
2018	2	Concordia	Colonia Yeruá	4263
2018	2	Concordia	Concepción del Uruguay	231
2018	2	Concordia	Concordia	8498
2018	2	Concordia	Córdoba	4594
2018	2	Concordia	Federación	10826
2018	2	Concordia	Las Flores	855
2018	2	Concordia	Los Charrúas	67203
2018	2	Concordia	Paraná	4004
2018	2	Concordia	Puerto Yeruá	1267
2018	2	Concordia	Rosario	280
2018	2	Concordia	Salta	288
2018	2	Concordia	San Carlos de Bariloche	4590
2018	2	Concordia	Tanti	732
2018	2	Concordia	Villaguay	1730
2018	2	Paraná	Bovril	8154
2018	2	Paraná	Cayastá	10044
2018	2	Paraná	Chajarí	2708
2018	2	Paraná	Ciudad de Buenos Aires	322
2018	2	Paraná	Colón	318
2018	2	Paraná	Concepción del Uruguay	4664
2018	2	Paraná	Córdoba	1135
2018	2	Paraná	Diamante	17583
2018	2	Paraná	General Alvear	3592
2018	2	Paraná	General Ramírez	16368
2018	2	Paraná	La Falda	316
2018	2	Paraná	Mar del Plata	280
2018	2	Paraná	María Grande	1854
2018	2	Paraná	Mendoza, Ciudad de	318
2018	2	Paraná	Nogoyá	274
2018	2	Paraná	Rafaela	1043
2018	2	Paraná	Resistencia	2265
2018	2	Paraná	Rosario	4501
2018	2	Paraná	San Carlos de Bariloche	1405
2018	2	Paraná	San Jaime de la Frontera	1135
2018	2	Paraná	Santa Elena	447
2018	2	Paraná	Santa Fe	2061
2018	2	Paraná	Santo Domingo	776
2018	2	Paraná	Termas de Río Hondo	355
2018	2	Paraná	Tres Cerritos	3292
2018	2	Paraná	Viale	8816
2018	2	Paraná	Villa Carlos Paz	3975
2018	2	Paraná	Villa Urquiza	1696
2018	2	Paraná	Villaguay	358
2018	3	Concordia	Adrogué	525
2018	3	Concordia	Chajarí	2267
2018	3	Concordia	Ciudad de Buenos Aires	1236
2018	3	Concordia	Concordia	6048
2018	3	Concordia	Córdoba	423
2018	3	Concordia	Federación	4448
2018	3	Concordia	La Paz	282
2018	3	Concordia	La Plata	282
2018	3	Concordia	Merlo	406
2018	3	Concordia	Paraná	2077
2018	3	Concordia	Posadas (Municipio de Posadas)	382
2018	3	Concordia	Puerto Yeruá	1128
2018	3	Concordia	Rosario	1096
2018	3	Concordia	Salta	328
2018	3	Concordia	San José	28038
2018	3	Concordia	San Nicolás de los Arroyos	662
2018	3	Paraná	Aldea María Luisa	2242
2018	3	Paraná	Aldea Valle María	2247
2018	3	Paraná	Bella Vista	1092
2018	3	Paraná	Ciudad de Buenos Aires	7097
2018	3	Paraná	Colón	3512
2018	3	Paraná	Concepción del Uruguay	792
2018	3	Paraná	Concordia	4276
2018	3	Paraná	Córdoba	5705
2018	3	Paraná	Diamante	474
2018	3	Paraná	Esperanza	262
2018	3	Paraná	Esquina	1886
2018	3	Paraná	General Ramírez	768
2018	3	Paraná	Goya	2082
2018	3	Paraná	Gualeguay	7857
2018	3	Paraná	Gualeguaychú	5234
2018	3	Paraná	Hasenkamp	1640
2018	3	Paraná	Hernandarias	1503
2018	3	Paraná	La Paz	13954
2018	3	Paraná	Libertador San Martín	1419
2018	3	Paraná	Mar del Plata	1117
2018	3	Paraná	María Grande	1120
2018	3	Paraná	Nogoyá	472
2018	3	Paraná	Paraje La Virgen	2760
2018	3	Paraná	Paraná	44580
2018	3	Paraná	Potrero de los Funes	346
2018	3	Paraná	Puerto Iguazú	1063
2018	3	Paraná	Rosario	5361
2018	3	Paraná	Rosario del Tala	498
2018	3	Paraná	Salta	2216
2018	3	Paraná	San Cristóbal	129
2018	3	Paraná	San Justo	6004
2018	3	Paraná	Santa Fe	19457
2018	3	Paraná	Tandil	456
2018	3	Paraná	Viale	5012
2018	3	Paraná	Victoria	2333
2018	3	Paraná	Villa Carlos Paz	939
2018	3	Paraná	Villa Elisa	4208
2018	3	Paraná	Villa Urquiza	2496
2018	4	Concordia	Ciudad de Buenos Aires	4412
2018	4	Concordia	Colonia Yeruá	8958
2018	4	Concordia	Concepción del Uruguay	540
2018	4	Concordia	Concordia	2136
2018	4	Concordia	Federación	1310
2018	4	Concordia	Gualeguay	2068
2018	4	Concordia	La Plata	572
2018	4	Concordia	Mendoza, Ciudad de	970
2018	4	Concordia	Paraná	597
2018	4	Concordia	Paso de los Libres	534
2018	4	Concordia	Pilar	620
2018	4	Concordia	Puerto Yeruá	1112
2018	4	Concordia	Puíggari	2068
2018	4	Concordia	Rosario	620
2018	4	Concordia	Santa Fe	282
2018	4	Concordia	Villa Carlos Paz	324
2018	4	Concordia	Villa Elisa	278
2018	4	Concordia	Villa Zorraquín	304
2018	4	Paraná	Avellaneda	6034
2018	4	Paraná	Carcarañá	1107
2018	4	Paraná	Ciudad de Buenos Aires	27017
2018	4	Paraná	Colonia Libertad	2476
2018	4	Paraná	Córdoba	250
2018	4	Paraná	Diamante	2568
2018	4	Paraná	Don Torcuato	1496
2018	4	Paraná	Esperanza	250
2018	4	Paraná	General Ramírez	750
2018	4	Paraná	La Paz	9574
2018	4	Paraná	Mar del Plata	3716
2018	4	Paraná	María Grande	1695
2018	4	Paraná	Nogoyá	250
2018	4	Paraná	Oro Verde	364
2018	4	Paraná	Paraná	26280
2018	4	Paraná	Pueblo Brugo	598
2018	4	Paraná	Rincón Potrero	513
2018	4	Paraná	Rosario	7835
2018	4	Paraná	Salta	450
2018	4	Paraná	San Salvador de Jujuy	9066
2018	4	Paraná	Santa Fe	9586
2018	4	Paraná	Viale	622
2018	4	Paraná	Victoria	6329
2018	4	Paraná	Villa Urquiza	13028
2019	1	Concordia	Chajarí	1084
2019	1	Concordia	Colón	4550
2019	1	Concordia	Corrientes	1011
2019	1	Concordia	Federación	2292
2019	1	Concordia	Gualeguay	2195
2019	1	Concordia	Mendoza, Ciudad de	760
2019	1	Concordia	Miramar	724
2019	1	Concordia	Paso de la Patria	442
2019	1	Concordia	Puerto Yeruá	5904
2019	1	Concordia	San Bernardo	2274
2019	1	Paraná	Aldea Valle María	308
2019	1	Paraná	Cariló	1504
2019	1	Paraná	Cerrito	1154
2019	1	Paraná	Ciudad de Buenos Aires	1933
2019	1	Paraná	Claromecó	3447
2019	1	Paraná	Colón	539
2019	1	Paraná	Concepción del Uruguay	14788
2019	1	Paraná	Concordia	3222
2019	1	Paraná	Crespo	2226
2019	1	Paraná	Córdoba	16852
2019	1	Paraná	Diamante	6740
2019	1	Paraná	El Colorado	3474
2019	1	Paraná	Federación	12868
2019	1	Paraná	General Galarza	2058
2019	1	Paraná	General Racedo	837
2019	1	Paraná	General Ramírez	171
2019	1	Paraná	Gualeguaychú	402
2019	1	Paraná	Juan José Castelli	154
2019	1	Paraná	Liebig	1494
2019	1	Paraná	Mar Azul	877
2019	1	Paraná	María Grande	280
2019	1	Paraná	Merlo	278
2019	1	Paraná	Oro Verde	414
2019	1	Paraná	Pueblo Brugo	740
2019	1	Paraná	Pueblo General Belgrano	2406
2019	1	Paraná	Punilla	1116
2019	1	Paraná	Rosario	1770
2019	1	Paraná	Río Cuarto	483
2019	1	Paraná	San Benito	659
2019	1	Paraná	San Bernardo	765
2019	1	Paraná	Santa Fe	286
2019	1	Paraná	Ushuaia	280
2019	1	Paraná	Villa Carlos Paz	2741
2019	1	Paraná	Villa Cura Brochero	513
2019	1	Paraná	Villa Elisa	3474
2019	1	Paraná	Villa General Belgrano	539
2019	1	Paraná	Villa Gesell	282
2019	1	Paraná	Villa Urquiza	26554
2019	1	Paraná	Villaguay	552
2019	2	Concordia	Ciudad de Buenos Aires	143
2019	2	Concordia	Colonia Yeruá	772
2019	2	Concordia	Colón	464
2019	2	Concordia	Federación	860
2019	2	Concordia	Gualeguaychú	1456
2019	2	Concordia	Ingeniero Maschwitz	296
2019	2	Concordia	La Rioja	464
2019	2	Concordia	Los Charrúas	27722
