anio	trimestre	aglomerado_origen	localidad_destino	viajantes	geometry
2015	3	Paraná	Concordia	1231	c(-58.0173305, -31.3972539)
2015	3	Paraná	Concordia	1231	c(-58.0173305, -31.3972539)
2015	3	Paraná	Corrientes	2801	c(-58.8311982, -27.4687004)
2015	3	Paraná	Crespo	592	c(-60.3062469, -32.0307826)
2015	3	Paraná	Córdoba	1100	c(-64.1834193, -31.4166867)
2015	3	Paraná	Diamante	318	c(-60.6426494, -32.0670391)
2015	3	Paraná	Federación	7070	c(-57.9194395, -30.9856574)
2015	3	Paraná	General Galarza	752	c(-59.3957742661545, -32.7214435)
2015	3	Paraná	Godoy Cruz (Ciudad)	20800	c(-68.8449978, -32.9244708)
2015	3	Paraná	Hernandarias	317	c(-59.9882684, -31.2300739)
2015	3	Paraná	Hernández	532	c(-60.0221637, -32.3365986)
2015	3	Paraná	Hurlingham	3494	c(-58.6378405, -34.5933423)
2015	3	Paraná	La Picada	17122	c(-60.2966741, -31.7256604)
2015	3	Paraná	Lucas González	3140	c(-59.5308748, -32.3843457)
2015	3	Paraná	Luján	532	c(-59.1152598, -34.5661734)
2015	3	Paraná	María Grande	550	c(-59.9021724, -31.6647722)
2015	3	Paraná	Mendoza, Ciudad de	10630	c(-68.8446177, -32.8894155)
2015	3	Paraná	Puerto Iguazú	1136	c(-54.5828753060462, -25.6346782)
2015	3	Paraná	Puerto Madryn	277	c(-65.0366104, -42.7729674)
2015	3	Paraná	Rosario	5756	c(-60.6615415, -32.9595004)
2015	3	Paraná	Río Cuarto	15600	c(-64.3489782, -33.1237585)
2015	3	Paraná	Salta	1072	c(-65.4103194, -24.7892946)
2015	3	Paraná	San José del Rincón	6768	c(-60.5674713, -31.6064264)
2015	3	Paraná	San Miguel de Tucumán	532	c(-65.2038133, -26.8303703)
2015	3	Paraná	San Rafael (Ciudad)	4600	c(-68.330514, -34.6126025)
2015	3	Paraná	Santa Clara del Mar	534	c(-57.5063504, -37.8359315)
2015	3	Paraná	Santa Fe	58577	c(-60.7019561, -31.6186951)
2015	3	Paraná	Santo Tomé	552	c(-60.7618282, -31.6630458)
2015	3	Paraná	Sierra de los Padres	552	c(-57.7786946, -37.9470823)
2015	3	Paraná	Tafí del Valle	367	c(-65.6962288, -26.8506247)
2015	3	Paraná	Tanti	1218	c(-64.592479, -31.3547972)
2015	3	Paraná	Victoria	289	c(-60.1576895, -32.6217981)
2015	3	Paraná	Victoria	289	c(-58.5407091, -34.4541012)
2015	3	Paraná	Villa Carlos Paz	267	c(-64.4936985, -31.4183774)
2015	3	Paraná	Villa Urquiza	11809	c(-60.3770589, -31.6494738)
2015	4	Concordia	Ciudad de Buenos Aires	24151	c(-58.4370894, -34.6075682)
2015	4	Concordia	Concepción del Uruguay	1188	c(-58.2320232, -32.4851849)
2015	4	Concordia	Córdoba	339	c(-64.1834193, -31.4166867)
2015	4	Concordia	Federación	18985	c(-57.9194395, -30.9856574)
2015	4	Concordia	Federal	2020	c(-58.7797943, -30.9558743)
2015	4	Concordia	Mar del Plata	296	c(-57.5482703, -37.9977225)
2015	4	Concordia	Mercedes	2352	c(-58.0799951, -29.1835645)
2015	4	Concordia	Paraná	939	c(-60.5298511, -31.7330145)
2015	4	Concordia	Paraná	939	c(-60.5298511, -31.7330145)
2015	4	Concordia	Puerto Iguazú	1010	c(-54.5828753060462, -25.6346782)
2015	4	Concordia	Puerto Madryn	594	c(-65.0366104, -42.7729674)
2015	4	Concordia	Salta	592	c(-65.4103194, -24.7892946)
2015	4	Concordia	Santa Fe	1764	c(-60.7019561, -31.6186951)
2015	4	Paraná	Cariló	1136	c(-56.8997873, -37.1611032)
2015	4	Paraná	Cerrito	10456	c(-60.0758114, -31.5804369)
2015	4	Paraná	Chajarí	4256	c(-57.9848989, -30.7565741)
2015	4	Paraná	Ciudad de Buenos Aires	2438	c(-58.4370894, -34.6075682)
2015	4	Paraná	Colón	1029	c(-58.1356171, -32.2182804)
2015	4	Paraná	Concepción del Uruguay	17505	c(-58.2320232, -32.4851849)
2015	4	Paraná	Concordia	3396	c(-58.0173305, -31.3972539)
2015	4	Paraná	Concordia	3396	c(-58.0173305, -31.3972539)
2015	4	Paraná	Esperanza	1136	c(-60.9304048, -31.448994)
2015	4	Paraná	General Galarza	1726	c(-59.3957742661545, -32.7214435)
2015	4	Paraná	Gualeguay	11816	c(-59.3106789, -33.1504259)
2015	4	Paraná	Hocker	4256	c(-58.3423152, -32.0849729)
2015	4	Paraná	La Cumbre	5467	c(-64.4938784, -30.9825899)
2015	4	Paraná	La Paz	426	c(-59.6439325, -30.7422896)
2015	4	Paraná	La Paz	426	c(-65.0482866, -32.2174729)
2015	4	Paraná	La Picada	1152	c(-60.2966741, -31.7256604)
2015	4	Paraná	Las Cuevas	1604	c(-60.4855734, -32.3341993)
2015	4	Paraná	María Grande	35268	c(-59.9021724, -31.6647722)
2015	4	Paraná	Mercedes	1029	c(-58.0799951, -29.1835645)
2015	4	Paraná	Merlo	1132	c(-65.0136903, -32.342558)
2015	4	Paraná	Merlo	1132	c(-58.7321695, -34.6604988)
2015	4	Paraná	Nogoyá	1420	c(-59.787777, -32.3985574)
2015	4	Paraná	Paraná	4780	c(-60.5298511, -31.7330145)
2015	4	Paraná	Paraná	4780	c(-60.5298511, -31.7330145)
2015	4	Paraná	Paso de la Laguna	284	c(-59.1600682, -31.8020814)
2015	4	Paraná	Piedras Blancas	347	c(-59.9011493185457, -31.1908228)
2015	4	Paraná	Pueblo General San Martín	527	c(-60.1667121, -31.4620913)
2015	4	Paraná	Rosario	1765	c(-60.6615415, -32.9595004)
2015	4	Paraná	Santa Elena	10524	c(-59.7844127, -30.9478684)
2015	4	Paraná	Seguí	570	c(-60.1267199, -31.9555798)
2015	4	Paraná	Viale	1172	c(-60.0132357, -31.8721601)
2015	4	Paraná	Viedma	560	c(-62.994722, -40.8084274)
2015	4	Paraná	Villa Carlos Paz	1346	c(-64.4936985, -31.4183774)
2015	4	Paraná	Villa Cura Brochero	466	c(-65.0183328, -31.7062406)
2015	4	Paraná	Villa Urquiza	23078	c(-60.3770589, -31.6494738)
2015	4	Paraná	Villaguay	1433	c(-59.0270174, -31.8676271)
2016	1	Concordia	Basavilbaso	48224	c(-58.8830126, -32.3743512)
2016	1	Concordia	Berazategui	306	c(-58.2116604, -34.7632677)
2016	1	Concordia	Cañuelas	6028	c(-58.7617379, -35.0540248)
2016	1	Concordia	Ciudad de Buenos Aires	1148	c(-58.4370894, -34.6075682)
2016	1	Concordia	Corrientes	7407	c(-58.8311982, -27.4687004)
2016	1	Concordia	Federación	8058	c(-57.9194395, -30.9856574)
2016	1	Concordia	Gualeguaychú	612	c(-58.5103466, -33.0078585)
2016	1	Concordia	Mar del Plata	287	c(-57.5482703, -37.9977225)
2016	1	Concordia	Merlo	6028	c(-65.0136903, -32.342558)
2016	1	Concordia	Merlo	6028	c(-58.7321695, -34.6604988)
2016	1	Concordia	Paraná	10680	c(-60.5298511, -31.7330145)
2016	1	Concordia	Paraná	10680	c(-60.5298511, -31.7330145)
2016	1	Concordia	Puerto Yeruá	29550	c(-58.0143686, -31.533997)
2016	1	Concordia	Rosario del Tala	6027	c(-59.138887, -32.3008178)
2016	1	Concordia	Salta	589	c(-65.4103194, -24.7892946)
2016	1	Concordia	San Salvador	287	c(-58.5051869, -31.6247717)
2016	1	Paraná	Aldea Brasilera	17648	c(-60.5907921, -31.8902117)
2016	1	Paraná	Cerrito	552	c(-60.0758114, -31.5804369)
2016	1	Paraná	Ciudad de Buenos Aires	1103	c(-58.4370894, -34.6075682)
2016	1	Paraná	Concordia	552	c(-58.0173305, -31.3972539)
2016	1	Paraná	Concordia	552	c(-58.0173305, -31.3972539)
2016	1	Paraná	Cosquín	828	c(-64.4657395, -31.2436548)
2016	1	Paraná	Crespo	1100	c(-60.3062469, -32.0307826)
2016	1	Paraná	Diamante	4540	c(-60.6426494, -32.0670391)
2016	1	Paraná	Esperanza	1100	c(-60.9304048, -31.448994)
2016	1	Paraná	Federación	36855	c(-57.9194395, -30.9856574)
2016	1	Paraná	General Ramírez	1100	c(-60.2017371, -32.1772159)
2016	1	Paraná	Gualeguaychú	3347	c(-58.5103466, -33.0078585)
2016	1	Paraná	Hasenkamp	276	c(-59.8353304, -31.5120876)
2016	1	Paraná	La Picada	1104	c(-60.2966741, -31.7256604)
2016	1	Paraná	Mar del Plata	29196	c(-57.5482703, -37.9977225)
2016	1	Paraná	María Grande	8065	c(-59.9021724, -31.6647722)
2016	1	Paraná	Monte Hermoso	34704	c(-61.304961, -38.9835481)
2016	1	Paraná	Pinamar	1710	c(-56.8539007, -37.1099492)
2016	1	Paraná	Puerto Iguazú	1514	c(-54.5828753060462, -25.6346782)
2016	1	Paraná	Rosario	1124	c(-60.6615415, -32.9595004)
2016	1	Paraná	Río Grande	314	c(-67.7016369, -53.7856766)
2016	1	Paraná	Salta	550	c(-65.4103194, -24.7892946)
2016	1	Paraná	San Benito	552	c(-60.4375463, -31.7815004)
2016	1	Paraná	San Carlos de Bariloche	1375	c(-71.3098425, -41.1334421)
2016	1	Paraná	San José de Feliciano	276	c(-58.7506643, -30.3854477)
2016	1	Paraná	Santa Elena	11570	c(-59.7844127, -30.9478684)
2016	1	Paraná	Santa Fe	6626	c(-60.7019561, -31.6186951)
2016	1	Paraná	Seguí	550	c(-60.1267199, -31.9555798)
2016	1	Paraná	Victoria	828	c(-60.1576895, -32.6217981)
2016	1	Paraná	Victoria	828	c(-58.5407091, -34.4541012)
2016	1	Paraná	Villa Carlos Paz	825	c(-64.4936985, -31.4183774)
2016	1	Paraná	Villa Elisa	1100	c(-58.4004902, -32.1631324)
2016	1	Paraná	Villa Urquiza	16940	c(-60.3770589, -31.6494738)
2016	1	Paraná	Villaguay	2328	c(-59.0270174, -31.8676271)
2016	2	Concordia	Colonia Yeruá	20664	c(-58.1196567, -31.4381956)
2016	2	Concordia	Colón	31724	c(-58.1356171, -32.2182804)
2016	2	Concordia	Córdoba	958	c(-64.1834193, -31.4166867)
2016	2	Concordia	Ingeniero Maschwitz	1728	c(-58.7419971, -34.3876172)
2016	2	Concordia	La Paz	556	c(-59.6439325, -30.7422896)
2016	2	Concordia	La Paz	556	c(-65.0482866, -32.2174729)
2016	2	Concordia	Merlo	401	c(-65.0136903, -32.342558)
2016	2	Concordia	Merlo	401	c(-58.7321695, -34.6604988)
2016	2	Concordia	Paraná	47012	c(-60.5298511, -31.7330145)
2016	2	Concordia	Paraná	47012	c(-60.5298511, -31.7330145)
2016	2	Concordia	Puerto Yeruá	26489	c(-58.0143686, -31.533997)
2016	2	Concordia	Salta	879	c(-65.4103194, -24.7892946)
2016	2	Concordia	San Martín de los Andes	2631	c(-71.2338467757833, -40.1288216)
2016	2	Concordia	San Salvador	279	c(-58.5051869, -31.6247717)
2016	2	Concordia	Tartagal	306	c(-63.7986328, -22.5194493)
2016	2	Concordia	Villaguay	5964	c(-59.0270174, -31.8676271)
2016	2	Paraná	Aranguren	3647	c(-60.1607569, -32.2439146)
2016	2	Paraná	Boulogne Sur Mer	708	c(-58.5751106, -34.4990238)
2016	2	Paraná	Cerrito	16308	c(-60.0758114, -31.5804369)
2016	2	Paraná	Ciudad de Buenos Aires	7498	c(-58.4370894, -34.6075682)
2016	2	Paraná	Colón	804	c(-58.1356171, -32.2182804)
2016	2	Paraná	Crespo	3892	c(-60.3062469, -32.0307826)
2016	2	Paraná	Córdoba	4834	c(-64.1834193, -31.4166867)
2016	2	Paraná	Diamante	2430	c(-60.6426494, -32.0670391)
2016	2	Paraná	Federación	3828	c(-57.9194395, -30.9856574)
2016	2	Paraná	La Falda	262	c(-64.4829365, -31.0946192)
2016	2	Paraná	La Paz	271	c(-59.6439325, -30.7422896)
2016	2	Paraná	La Paz	271	c(-65.0482866, -32.2174729)
2016	2	Paraná	Libertador San Martín	542	c(-60.4618956, -32.0735522)
2016	2	Paraná	Libertador San Martín	542	c(-58.5388435, -34.5762765)
2016	2	Paraná	Lomas de Zamora	3758	c(-58.4026638, -34.7572582)
2016	2	Paraná	Mendoza, Ciudad de	262	c(-68.8446177, -32.8894155)
2016	2	Paraná	Munro	1618	c(-58.5220231, -34.5296066)
2016	2	Paraná	Rafaela	132	c(-61.4916758, -31.2526923)
2016	2	Paraná	Rosario	944	c(-60.6615415, -32.9595004)
2016	2	Paraná	Rosario de la Frontera	264	c(-64.9739247, -25.7985752)
2016	2	Paraná	San Antonio	272	c(-57.2524309, -27.7365363)
2016	2	Paraná	San Marcial	530	c(-58.930653724376, -32.1564766)
2016	2	Paraná	Santa Elena	271	c(-59.7844127, -30.9478684)
2016	2	Paraná	Santa Fe	3673	c(-60.7019561, -31.6186951)
2016	2	Paraná	Valeria del Mar	268	c(-56.8796542, -37.1448156)
2016	2	Paraná	Victoria	393	c(-60.1576895, -32.6217981)
2016	2	Paraná	Victoria	393	c(-58.5407091, -34.4541012)
2016	2	Paraná	Villa Carlos Paz	354	c(-64.4936985, -31.4183774)
2016	2	Paraná	Villa General Belgrano	264	c(-64.5590227, -31.9764896)
2016	2	Paraná	Villa Urquiza	528	c(-60.3770589, -31.6494738)
2016	3	Concordia	Chajarí	13556	c(-57.9848989, -30.7565741)
2016	3	Concordia	Ciudad de Buenos Aires	44586	c(-58.4370894, -34.6075682)
2016	3	Concordia	Colonia Yeruá	20574	c(-58.1196567, -31.4381956)
2016	3	Concordia	Colón	19440	c(-58.1356171, -32.2182804)
2016	3	Concordia	Córdoba	270	c(-64.1834193, -31.4166867)
2016	3	Concordia	Federación	64690	c(-57.9194395, -30.9856574)
2016	3	Concordia	La Plata	356	c(-57.9537638, -34.9206797)
2016	3	Concordia	Paraná	10273	c(-60.5298511, -31.7330145)
2016	3	Concordia	Paraná	10273	c(-60.5298511, -31.7330145)
2016	3	Concordia	Posadas (Municipio de Posadas)	1130	c(-55.894295, -27.3664824)
2016	3	Concordia	Rosario	890	c(-60.6615415, -32.9595004)
2016	3	Concordia	Río Ceballos	586	c(-64.3160951, -31.1709088)
2016	3	Paraná	Aldea Valle María	528	c(-60.5882194, -31.990497)
2016	3	Paraná	Cerrito	28734	c(-60.0758114, -31.5804369)
2016	3	Paraná	Ciudad de Buenos Aires	26763	c(-58.4370894, -34.6075682)
2016	3	Paraná	Clorinda	286	c(-57.7125898, -25.2900303)
2016	3	Paraná	Colonia Ensayo	280	c(-60.5744168, -31.8657304)
2016	3	Paraná	Colón	30966	c(-58.1356171, -32.2182804)
2016	3	Paraná	Concepción del Uruguay	136	c(-58.2320232, -32.4851849)
2016	3	Paraná	Concordia	811	c(-58.0173305, -31.3972539)
2016	3	Paraná	Concordia	811	c(-58.0173305, -31.3972539)
2016	3	Paraná	Diamante	9602	c(-60.6426494, -32.0670391)
2016	3	Paraná	El Calafate	262	c(-72.2720843, -50.3388712)
2016	3	Paraná	Esperanza	270	c(-60.9304048, -31.448994)
2016	3	Paraná	Federación	1188	c(-57.9194395, -30.9856574)
2016	3	Paraná	La Paz	10169	c(-59.6439325, -30.7422896)
2016	3	Paraná	La Paz	10169	c(-65.0482866, -32.2174729)
2016	3	Paraná	La Picada	62832	c(-60.2966741, -31.7256604)
2016	3	Paraná	Paraje La Virgen	5578	c(-60.653151, -31.9170207)
2016	3	Paraná	Paraná	262	c(-60.5298511, -31.7330145)
2016	3	Paraná	Paraná	262	c(-60.5298511, -31.7330145)
2016	3	Paraná	Pilar	497	c(-58.9141609, -34.4570918)
2016	3	Paraná	Pilar	497	c(-61.2575232307432, -31.43723215)
2016	3	Paraná	Pueblo Brugo	1076	c(-60.0918469, -31.3874682)
2016	3	Paraná	Puerto Iguazú	815	c(-54.5828753060462, -25.6346782)
2016	3	Paraná	Rosario	557	c(-60.6615415, -32.9595004)
2016	3	Paraná	Rosario del Tala	34413	c(-59.138887, -32.3008178)
2016	3	Paraná	Río Tercero	783	c(-64.1129881, -32.1767655)
2016	3	Paraná	Salta	1693	c(-65.4103194, -24.7892946)
2016	3	Paraná	San Benito	9758	c(-60.4375463, -31.7815004)
2016	3	Paraná	San Fernando del Valle de Catamarca	411	c(-65.7790719, -28.4689063)
2016	3	Paraná	San Javier	5021	c(-59.9280841, -30.5815988)
2016	3	Paraná	San Miguel de Tucumán	266	c(-65.2038133, -26.8303703)
2016	3	Paraná	Santa Fe	69289	c(-60.7019561, -31.6186951)
2016	3	Paraná	Santiago del Estero	131	c(-64.2595062, -27.7877148)
2016	3	Paraná	Termas de Río Hondo	1578	c(-64.8640783, -27.4959255)
2016	3	Paraná	Valle Hermoso	320	c(-64.4830387, -31.1169195)
2016	3	Paraná	Viamonte	1582	c(-63.0974115, -33.7461952)
2016	3	Paraná	Viedma	295	c(-62.994722, -40.8084274)
2016	3	Paraná	Villa Urquiza	10720	c(-60.3770589, -31.6494738)
2016	4	Concordia	Colón	3949	c(-58.1356171, -32.2182804)
2016	4	Concordia	Federación	3048	c(-57.9194395, -30.9856574)
2016	4	Concordia	Mercedes	9898	c(-58.0799951, -29.1835645)
2016	4	Concordia	Nueva Escocia	330	c(-58.0164701, -31.6496817)
2016	4	Concordia	Paraná	495	c(-60.5298511, -31.7330145)
2016	4	Concordia	Paraná	495	c(-60.5298511, -31.7330145)
2016	4	Concordia	Puerto Yeruá	34858	c(-58.0143686, -31.533997)
2016	4	Concordia	Rosario	330	c(-60.6615415, -32.9595004)
2016	4	Concordia	Salta	2722	c(-65.4103194, -24.7892946)
2016	4	Concordia	San Carlos de Bariloche	262	c(-71.3098425, -41.1334421)
2016	4	Concordia	Ushuaia	262	c(-68.3184972880496, -54.8061159)
2016	4	Paraná	Aldea Valle María	939	c(-60.5882194, -31.990497)
2016	4	Paraná	Ciudad de Buenos Aires	1321	c(-58.4370894, -34.6075682)
2016	4	Paraná	Concepción del Uruguay	202	c(-58.2320232, -32.4851849)
2016	4	Paraná	Concordia	788	c(-58.0173305, -31.3972539)
2016	4	Paraná	Concordia	788	c(-58.0173305, -31.3972539)
2016	4	Paraná	Córdoba	952	c(-64.1834193, -31.4166867)
2016	4	Paraná	Diamante	366	c(-60.6426494, -32.0670391)
2016	4	Paraná	General Ramírez	639	c(-60.2017371, -32.1772159)
2016	4	Paraná	Gualeguay	272	c(-59.3106789, -33.1504259)
2016	4	Paraná	La Paz	1066	c(-59.6439325, -30.7422896)
2016	4	Paraná	La Paz	1066	c(-65.0482866, -32.2174729)
2016	4	Paraná	La Picada	274	c(-60.2966741, -31.7256604)
2016	4	Paraná	Mar del Plata	272	c(-57.5482703, -37.9977225)
2016	4	Paraná	María Grande	786	c(-59.9021724, -31.6647722)
2016	4	Paraná	Oro Verde	808	c(-60.5165484, -31.8254963)
2016	4	Paraná	Paraje La Virgen	8330	c(-60.653151, -31.9170207)
2016	4	Paraná	Paso de la Laguna	136	c(-59.1600682, -31.8020814)
2016	4	Paraná	Potrero de Garay	536	c(-64.5455486, -31.7941292)
2016	4	Paraná	Resistencia	5460	c(-58.9865196, -27.4511235)
2016	4	Paraná	Rosario	1504	c(-60.6615415, -32.9595004)
2016	4	Paraná	Salta	264	c(-65.4103194, -24.7892946)
2016	4	Paraná	San Benito	1084	c(-60.4375463, -31.7815004)
2016	4	Paraná	San Carlos de Bariloche	274	c(-71.3098425, -41.1334421)
2016	4	Paraná	San Miguel de Tucumán	14440	c(-65.2038133, -26.8303703)
2016	4	Paraná	Santa Fe	951	c(-60.7019561, -31.6186951)
2016	4	Paraná	Santa Rosa de Calamuchita	393	c(-64.5396135, -32.0644855)
2016	4	Paraná	Sauce Montrull	1088	c(-60.3548036, -31.7448435)
2016	4	Paraná	Sauce Viejo	27045	c(-60.8372302, -31.7710276)
2016	4	Paraná	Sauce de Luna	131	c(-59.2198137221078, -31.23588675)
2016	4	Paraná	Termas de Río Hondo	272	c(-64.8640783, -27.4959255)
2016	4	Paraná	Valle Hermoso	272	c(-64.4830387, -31.1169195)
2016	4	Paraná	Viale	691	c(-60.0132357, -31.8721601)
2016	4	Paraná	Victoria	802	c(-60.1576895, -32.6217981)
2016	4	Paraná	Victoria	802	c(-58.5407091, -34.4541012)
2016	4	Paraná	Villa Urquiza	542	c(-60.3770589, -31.6494738)
2017	1	Concordia	Colón	15996	c(-58.1356171, -32.2182804)
2017	1	Concordia	Corrientes	6494	c(-58.8311982, -27.4687004)
2017	1	Concordia	Córdoba	3288	c(-64.1834193, -31.4166867)
2017	1	Concordia	Gualeguaychú	276	c(-58.5103466, -33.0078585)
2017	1	Concordia	Puerto Yeruá	6290	c(-58.0143686, -31.533997)
2017	1	Concordia	Salto	13128	c(-60.2545498, -34.2917358)
2017	1	Concordia	San Carlos de Bariloche	2572	c(-71.3098425, -41.1334421)
2017	1	Paraná	Aldea Valle María	3126	c(-60.5882194, -31.990497)
2017	1	Paraná	Calamuchita	496	c(-64.5331207621347, -32.0796019)
2017	1	Paraná	Ciudad de Buenos Aires	4403	c(-58.4370894, -34.6075682)
2017	1	Paraná	Colón	1334	c(-58.1356171, -32.2182804)
2017	1	Paraná	Crespo	558	c(-60.3062469, -32.0307826)
2017	1	Paraná	Córdoba	4287	c(-64.1834193, -31.4166867)
2017	1	Paraná	Diamante	5040	c(-60.6426494, -32.0670391)
2017	1	Paraná	Federación	1482	c(-57.9194395, -30.9856574)
2017	1	Paraná	Federal	474	c(-58.7797943, -30.9558743)
2017	1	Paraná	General Galarza	1308	c(-59.3957742661545, -32.7214435)
2017	1	Paraná	Gualeguaychú	5859	c(-58.5103466, -33.0078585)
2017	1	Paraná	Hernandarias	318	c(-59.9882684, -31.2300739)
2017	1	Paraná	La Picada	1016	c(-60.2966741, -31.7256604)
2017	1	Paraná	Mendoza, Ciudad de	278	c(-68.8446177, -32.8894155)
2017	1	Paraná	Merlo	14787	c(-65.0136903, -32.342558)
2017	1	Paraná	Merlo	14787	c(-58.7321695, -34.6604988)
2017	1	Paraná	Nono	173	c(-65.0025173, -31.797191)
2017	1	Paraná	Paraná	1352	c(-60.5298511, -31.7330145)
2017	1	Paraná	Paraná	1352	c(-60.5298511, -31.7330145)
2017	1	Paraná	Pilar	211	c(-58.9141609, -34.4570918)
2017	1	Paraná	Pilar	211	c(-61.2575232307432, -31.43723215)
2017	1	Paraná	Posadas (Municipio de Posadas)	15372	c(-55.894295, -27.3664824)
2017	1	Paraná	Pueblo Brugo	1308	c(-60.0918469, -31.3874682)
2017	1	Paraná	Puerto Madryn	130	c(-65.0366104, -42.7729674)
2017	1	Paraná	Puerto Yeruá	504	c(-58.0143686, -31.533997)
2017	1	Paraná	Rosario	530	c(-60.6615415, -32.9595004)
2017	1	Paraná	Rosario del Tala	333	c(-59.138887, -32.3008178)
2017	1	Paraná	Salta	730	c(-65.4103194, -24.7892946)
2017	1	Paraná	San Carlos Centro	211	c(-61.0933017478846, -31.73248845)
2017	1	Paraná	San Carlos de Bariloche	4929	c(-71.3098425, -41.1334421)
2017	1	Paraná	San Luis	260	c(-66.3369903, -33.3019696)
2017	1	Paraná	Santa Rosa de Calamuchita	1132	c(-64.5396135, -32.0644855)
2017	1	Paraná	Santo Tomé	8612	c(-60.7618282, -31.6630458)
2017	1	Paraná	Sauce Montrull	2920	c(-60.3548036, -31.7448435)
2017	1	Paraná	Valeria del Mar	905	c(-56.8796542, -37.1448156)
2017	1	Paraná	Victoria	334	c(-60.1576895, -32.6217981)
2017	1	Paraná	Victoria	334	c(-58.5407091, -34.4541012)
2017	1	Paraná	Villa Carlos Paz	2626	c(-64.4936985, -31.4183774)
2017	1	Paraná	Villa General Belgrano	890	c(-64.5590227, -31.9764896)
2017	1	Paraná	Villa Gesell	262	c(-56.9679411, -37.2556627)
2017	1	Paraná	Villa Urquiza	1100	c(-60.3770589, -31.6494738)
2017	1	Paraná	Villaguay	913	c(-59.0270174, -31.8676271)
2017	2	Concordia	Alvear	4072	c(-56.5534621, -29.0989143)
2017	2	Concordia	Capilla del Monte	2291	c(-64.5263199, -30.8572075)
2017	2	Concordia	Chajarí	4797	c(-57.9848989, -30.7565741)
2017	2	Concordia	Ciudad de Buenos Aires	1694	c(-58.4370894, -34.6075682)
2017	2	Concordia	Colón	3904	c(-58.1356171, -32.2182804)
2017	2	Concordia	Concepción del Uruguay	2291	c(-58.2320232, -32.4851849)
2017	2	Concordia	Federación	850	c(-57.9194395, -30.9856574)
2017	2	Concordia	La Paz	420	c(-59.6439325, -30.7422896)
2017	2	Concordia	La Paz	420	c(-65.0482866, -32.2174729)
2017	2	Concordia	Los Charrúas	3904	c(-58.1862719, -31.1695333)
2017	2	Concordia	Paraná	3708	c(-60.5298511, -31.7330145)
2017	2	Concordia	Paraná	3708	c(-60.5298511, -31.7330145)
2017	2	Concordia	Posadas (Municipio de Posadas)	4072	c(-55.894295, -27.3664824)
2017	2	Concordia	Puerto Yeruá	800	c(-58.0143686, -31.533997)
2017	2	Concordia	Resistencia	330	c(-58.9865196, -27.4511235)
2017	2	Concordia	Rosario	1602	c(-60.6615415, -32.9595004)
2017	2	Concordia	Salta	744	c(-65.4103194, -24.7892946)
2017	2	Concordia	Salto	592	c(-60.2545498, -34.2917358)
2017	2	Concordia	San Salvador de Jujuy	25409	c(-65.2994789, -24.1852569)
2017	2	Concordia	Santa Fe	705	c(-60.7019561, -31.6186951)
2017	2	Concordia	Villaguay	4797	c(-59.0270174, -31.8676271)
2017	2	Paraná	Aldea Valle María	2937	c(-60.5882194, -31.990497)
2017	2	Paraná	Carpintería	9608	c(-65.0099515, -32.4101462)
2017	2	Paraná	Chapadmalal	347	c(-57.6802111, -38.1944082)
2017	2	Paraná	Chilecito	230	c(-67.4953596, -29.165001)
2017	2	Paraná	Ciudad de Buenos Aires	2800	c(-58.4370894, -34.6075682)
2017	2	Paraná	Concordia	200	c(-58.0173305, -31.3972539)
2017	2	Paraná	Concordia	200	c(-58.0173305, -31.3972539)
2017	2	Paraná	Corrientes	230	c(-58.8311982, -27.4687004)
2017	2	Paraná	Crespo	640	c(-60.3062469, -32.0307826)
2017	2	Paraná	Córdoba	408	c(-64.1834193, -31.4166867)
2017	2	Paraná	Diamante	6554	c(-60.6426494, -32.0670391)
2017	2	Paraná	Federal	25408	c(-58.7797943, -30.9558743)
2017	2	Paraná	La Paz	11550	c(-59.6439325, -30.7422896)
2017	2	Paraná	La Paz	11550	c(-65.0482866, -32.2174729)
2017	2	Paraná	Laguna Paiva	9424	c(-60.6586713, -31.3063821)
2017	2	Paraná	Libertador San Martín	1348	c(-60.4618956, -32.0735522)
2017	2	Paraná	Libertador San Martín	1348	c(-58.5388435, -34.5762765)
2017	2	Paraná	Maciá	16924	c(-59.395944, -32.1721133)
2017	2	Paraná	María Grande	12816	c(-59.9021724, -31.6647722)
2017	2	Paraná	Mendoza, Ciudad de	2574	c(-68.8446177, -32.8894155)
2017	2	Paraná	Oberá	2238	c(-55.1202965, -27.4849798)
2017	2	Paraná	Paraná	22044	c(-60.5298511, -31.7330145)
2017	2	Paraná	Paraná	22044	c(-60.5298511, -31.7330145)
2017	2	Paraná	Posadas (Municipio de Posadas)	264	c(-55.894295, -27.3664824)
2017	2	Paraná	Puerto Iguazú	1628	c(-54.5828753060462, -25.6346782)
2017	2	Paraná	Puerto Yeruá	528	c(-58.0143686, -31.533997)
2017	2	Paraná	Rosario	494	c(-60.6615415, -32.9595004)
2017	2	Paraná	Río Cuarto	264	c(-64.3489782, -33.1237585)
2017	2	Paraná	Santa Elena	2403	c(-59.7844127, -30.9478684)
2017	2	Paraná	Santa Fe	4280	c(-60.7019561, -31.6186951)
2017	2	Paraná	Seguí	3073	c(-60.1267199, -31.9555798)
2017	2	Paraná	Villa Urquiza	4559	c(-60.3770589, -31.6494738)
2017	2	Paraná	Villaguay	232	c(-59.0270174, -31.8676271)
2017	3	Concordia	Bella Vista	780	c(-58.6894883, -34.5684085)
