anio	trimestre	aglomerado_origen	localidad_destino	viajantes	geometry
2013	4	Concordia	Victoria	1112	c(-60.1576895, -32.6217981)
2013	4	Concordia	Victoria	1112	c(-58.5407091, -34.4541012)
2013	4	Concordia	Villaguay	2657	c(-59.0270174, -31.8676271)
2013	4	Paraná	Aldea Valle María	32060	c(-60.5882194, -31.990497)
2013	4	Paraná	Cañada de Gómez	542	c(-61.3905125, -32.8234448)
2013	4	Paraná	Cerrito	2000	c(-60.0758114, -31.5804369)
2013	4	Paraná	Ciudad de Buenos Aires	17677	c(-58.4370894, -34.6075682)
2013	4	Paraná	Colón	4617	c(-58.1356171, -32.2182804)
2013	4	Paraná	Concordia	1106	c(-58.0173305, -31.3972539)
2013	4	Paraná	Concordia	1106	c(-58.0173305, -31.3972539)
2013	4	Paraná	Crespo	4075	c(-60.3062469, -32.0307826)
2013	4	Paraná	Córdoba	13706	c(-64.1834193, -31.4166867)
2013	4	Paraná	Diamante	5725	c(-60.6426494, -32.0670391)
2013	4	Paraná	Esperanza	550	c(-60.9304048, -31.448994)
2013	4	Paraná	Federación	888	c(-57.9194395, -30.9856574)
2013	4	Paraná	General Galarza	2052	c(-59.3957742661545, -32.7214435)
2013	4	Paraná	General Pacheco	550	c(-58.6351056, -34.4537215)
2013	4	Paraná	General Racedo	291	c(-60.4089756, -31.9823735)
2013	4	Paraná	Gualeguay	2689	c(-59.3106789, -33.1504259)
2013	4	Paraná	Gualeguaychú	3560	c(-58.5103466, -33.0078585)
2013	4	Paraná	Hernandarias	550	c(-59.9882684, -31.2300739)
2013	4	Paraná	La Paz	1373	c(-59.6439325, -30.7422896)
2013	4	Paraná	La Paz	1373	c(-65.0482866, -32.2174729)
2013	4	Paraná	Larroque	542	c(-58.998577, -33.0339291)
2013	4	Paraná	Libertador San Martín	1386	c(-60.4618956, -32.0735522)
2013	4	Paraná	Libertador San Martín	1386	c(-58.5388435, -34.5762765)
2013	4	Paraná	Mar del Plata	271	c(-57.5482703, -37.9977225)
2013	4	Paraná	María Grande	552	c(-59.9021724, -31.6647722)
2013	4	Paraná	Mendoza, Ciudad de	291	c(-68.8446177, -32.8894155)
2013	4	Paraná	Paraná	4305	c(-60.5298511, -31.7330145)
2013	4	Paraná	Paraná	4305	c(-60.5298511, -31.7330145)
2013	4	Paraná	Piedras Blancas	550	c(-59.9011493185457, -31.1908228)
2013	4	Paraná	Rincón Potrero	867	c(-60.4787493, -31.5285986)
2013	4	Paraná	Rosario	271	c(-60.6615415, -32.9595004)
2013	4	Paraná	San Marcial	16668	c(-58.930653724376, -32.1564766)
2013	4	Paraná	San Miguel de Tucumán	276	c(-65.2038133, -26.8303703)
2013	4	Paraná	Santa Elena	271	c(-59.7844127, -30.9478684)
2013	4	Paraná	Santa Fe	18827	c(-60.7019561, -31.6186951)
2013	4	Paraná	Santa Rosa	275	c(-64.2905765, -36.6203503)
2013	4	Paraná	Seguí	542	c(-60.1267199, -31.9555798)
2013	4	Paraná	Viale	572	c(-60.0132357, -31.8721601)
2013	4	Paraná	Victoria	1931	c(-60.1576895, -32.6217981)
2013	4	Paraná	Victoria	1931	c(-58.5407091, -34.4541012)
2013	4	Paraná	Villa Allende	1092	c(-64.2976569, -31.2936496)
2013	4	Paraná	Villa Carlos Paz	2178	c(-64.4936985, -31.4183774)
2013	4	Paraná	Villa Urquiza	1670	c(-60.3770589, -31.6494738)
2013	4	Paraná	Villa de María	1100	c(-63.7226376, -29.9064868)
2013	4	Paraná	Villaguay	19574	c(-59.0270174, -31.8676271)
2014	1	Concordia	Achiras	574	c(-64.9942334, -33.1771051)
2014	1	Concordia	Bahía Blanca	297	c(-62.2654871, -38.7176522)
2014	1	Concordia	Chajarí	15222	c(-57.9848989, -30.7565741)
2014	1	Concordia	Ciudad de Buenos Aires	590	c(-58.4370894, -34.6075682)
2014	1	Concordia	Colón	891	c(-58.1356171, -32.2182804)
2014	1	Concordia	Concepción del Uruguay	30996	c(-58.2320232, -32.4851849)
2014	1	Concordia	Curuzú Cuatiá	15018	c(-58.0498307, -29.7913375)
2014	1	Concordia	Federación	54291	c(-57.9194395, -30.9856574)
2014	1	Concordia	Los Charrúas	1643	c(-58.1862719, -31.1695333)
2014	1	Concordia	Mar del Plata	1885	c(-57.5482703, -37.9977225)
2014	1	Concordia	Monte Caseros	11480	c(-57.6294418, -30.2496832)
2014	1	Concordia	Paraná	924	c(-60.5298511, -31.7330145)
2014	1	Concordia	Paraná	924	c(-60.5298511, -31.7330145)
2014	1	Concordia	Rosario	1174	c(-60.6615415, -32.9595004)
2014	1	Concordia	San Salvador	592	c(-58.5051869, -31.6247717)
2014	1	Concordia	Santa Ana	966	c(-59.9128643, -31.6599536)
2014	1	Concordia	Santa Fe	296	c(-60.7019561, -31.6186951)
2014	1	Concordia	Santa Rosa	942	c(-64.2905765, -36.6203503)
2014	1	Concordia	Villa Carlos Paz	1089	c(-64.4936985, -31.4183774)
2014	1	Concordia	Villa General Manuel Belgrano	861	c(-59.0265038, -24.9384206)
2014	1	Concordia	Villaguay	1077	c(-59.0270174, -31.8676271)
2014	1	Paraná	Aldea Valle María	10714	c(-60.5882194, -31.990497)
2014	1	Paraná	Cerrito	3768	c(-60.0758114, -31.5804369)
2014	1	Paraná	Ciudad de Buenos Aires	1091	c(-58.4370894, -34.6075682)
2014	1	Paraná	Colón	1384	c(-58.1356171, -32.2182804)
2014	1	Paraná	Concordia	19224	c(-58.0173305, -31.3972539)
2014	1	Paraná	Concordia	19224	c(-58.0173305, -31.3972539)
2014	1	Paraná	Cosquín	550	c(-64.4657395, -31.2436548)
2014	1	Paraná	Diamante	1897	c(-60.6426494, -32.0670391)
2014	1	Paraná	Esperanza	550	c(-60.9304048, -31.448994)
2014	1	Paraná	Federación	542	c(-57.9194395, -30.9856574)
2014	1	Paraná	Gobernador Crespo	3258	c(-60.4004174, -30.3628997)
2014	1	Paraná	Granadero Baigorria	542	c(-60.7074143, -32.8547765)
2014	1	Paraná	Gualeguaychú	10266	c(-58.5103466, -33.0078585)
2014	1	Paraná	Helvecia	1059	c(-60.0888941, -31.1017987)
2014	1	Paraná	La Falda	542	c(-64.4829365, -31.0946192)
2014	1	Paraná	La Picada	4980	c(-60.2966741, -31.7256604)
2014	1	Paraná	Mar del Plata	26966	c(-57.5482703, -37.9977225)
2014	1	Paraná	María Grande	21048	c(-59.9021724, -31.6647722)
2014	1	Paraná	Nogoyá	2726	c(-59.787777, -32.3985574)
2014	1	Paraná	Oro Verde	1632	c(-60.5165484, -31.8254963)
2014	1	Paraná	Paraná	550	c(-60.5298511, -31.7330145)
2014	1	Paraná	Paraná	550	c(-60.5298511, -31.7330145)
2014	1	Paraná	Punta Mogotes	542	c(-57.5508734, -38.0628666)
2014	1	Paraná	Rosario	5780	c(-60.6615415, -32.9595004)
2014	1	Paraná	Rosario del Tala	544	c(-59.138887, -32.3008178)
2014	1	Paraná	Río Grande	276	c(-67.7016369, -53.7856766)
2014	1	Paraná	San Carlos de Bariloche	542	c(-71.3098425, -41.1334421)
2014	1	Paraná	San Francisco	542	c(-62.0840299, -31.4249815)
2014	1	Paraná	San José de Feliciano	277	c(-58.7506643, -30.3854477)
2014	1	Paraná	San Salvador	1146	c(-58.5051869, -31.6247717)
2014	1	Paraná	Santa Fe	23564	c(-60.7019561, -31.6186951)
2014	1	Paraná	Santa Rosa	275	c(-64.2905765, -36.6203503)
2014	1	Paraná	Vicente López	278	c(-58.5036282, -34.5244484)
2014	1	Paraná	Victoria	4420	c(-60.1576895, -32.6217981)
2014	1	Paraná	Victoria	4420	c(-58.5407091, -34.4541012)
2014	1	Paraná	Villa Carlos Paz	1367	c(-64.4936985, -31.4183774)
2014	1	Paraná	Villa General Belgrano	542	c(-64.5590227, -31.9764896)
2014	1	Paraná	Villa Urquiza	42710	c(-60.3770589, -31.6494738)
2014	1	Paraná	Villaguay	731	c(-59.0270174, -31.8676271)
2014	2	Concordia	Chajarí	556	c(-57.9848989, -30.7565741)
2014	2	Concordia	Concepción del Uruguay	29652	c(-58.2320232, -32.4851849)
2014	2	Concordia	Córdoba	556	c(-64.1834193, -31.4166867)
2014	2	Concordia	Federación	30090	c(-57.9194395, -30.9856574)
2014	2	Concordia	Martínez	2656	c(-58.510352, -34.4939666)
2014	2	Concordia	Nueva Escocia	10371	c(-58.0164701, -31.6496817)
2014	2	Concordia	Paraná	4625	c(-60.5298511, -31.7330145)
2014	2	Concordia	Paraná	4625	c(-60.5298511, -31.7330145)
2014	2	Concordia	Puerto Yeruá	20332	c(-58.0143686, -31.533997)
2014	2	Concordia	Rosario	1710	c(-60.6615415, -32.9595004)
2014	2	Concordia	San Juan	279	c(-68.5251802, -31.5370909)
2014	2	Paraná	Basavilbaso	5772	c(-58.8830126, -32.3743512)
2014	2	Paraná	Cerrito	2066	c(-60.0758114, -31.5804369)
2014	2	Paraná	Ciudad de Buenos Aires	6478	c(-58.4370894, -34.6075682)
2014	2	Paraná	Concordia	828	c(-58.0173305, -31.3972539)
2014	2	Paraná	Concordia	828	c(-58.0173305, -31.3972539)
2014	2	Paraná	Crespo	1334	c(-60.3062469, -32.0307826)
2014	2	Paraná	Córdoba	11360	c(-64.1834193, -31.4166867)
2014	2	Paraná	Diamante	14746	c(-60.6426494, -32.0670391)
2014	2	Paraná	Franck	861	c(-60.9383367, -31.5870324)
2014	2	Paraná	Gualeguaychú	16290	c(-58.5103466, -33.0078585)
2014	2	Paraná	La Paz	1808	c(-59.6439325, -30.7422896)
2014	2	Paraná	La Paz	1808	c(-65.0482866, -32.2174729)
2014	2	Paraná	La Picada	2208	c(-60.2966741, -31.7256604)
2014	2	Paraná	Libertador San Martín	554	c(-60.4618956, -32.0735522)
2014	2	Paraná	Libertador San Martín	554	c(-58.5388435, -34.5762765)
2014	2	Paraná	Mar del Plata	552	c(-57.5482703, -37.9977225)
2014	2	Paraná	María Grande	1176	c(-59.9021724, -31.6647722)
2014	2	Paraná	Oro Verde	2466	c(-60.5165484, -31.8254963)
2014	2	Paraná	Resistencia	298	c(-58.9865196, -27.4511235)
2014	2	Paraná	Rosario	12690	c(-60.6615415, -32.9595004)
2014	2	Paraná	Río Cuarto	1104	c(-64.3489782, -33.1237585)
2014	2	Paraná	San José del Rincón	562	c(-60.5674713, -31.6064264)
2014	2	Paraná	San Luis	287	c(-66.3369903, -33.3019696)
2014	2	Paraná	Santa Elena	3306	c(-59.7844127, -30.9478684)
2014	2	Paraná	Santa Fe	3133	c(-60.7019561, -31.6186951)
2014	2	Paraná	Santiago del Estero	490	c(-64.2595062, -27.7877148)
2014	2	Paraná	Santo Tomé	668	c(-60.7618282, -31.6630458)
2014	2	Paraná	Viale	1306	c(-60.0132357, -31.8721601)
2014	2	Paraná	Victoria	2820	c(-60.1576895, -32.6217981)
2014	2	Paraná	Victoria	2820	c(-58.5407091, -34.4541012)
2014	2	Paraná	Villa Carlos Paz	840	c(-64.4936985, -31.4183774)
2014	2	Paraná	Villa Urquiza	1092	c(-60.3770589, -31.6494738)
2014	2	Paraná	Villaguay	1104	c(-59.0270174, -31.8676271)
2014	3	Concordia	Capilla del Señor	318	c(-59.0991865, -34.2941087)
2014	3	Concordia	Chajarí	9039	c(-57.9848989, -30.7565741)
2014	3	Concordia	Ciudad de Buenos Aires	91793	c(-58.4370894, -34.6075682)
2014	3	Concordia	Colón	6058	c(-58.1356171, -32.2182804)
2014	3	Concordia	Corrientes	6740	c(-58.8311982, -27.4687004)
2014	3	Concordia	Córdoba	556	c(-64.1834193, -31.4166867)
2014	3	Concordia	Federación	3758	c(-57.9194395, -30.9856574)
2014	3	Concordia	Olivos	280	c(-58.4901197, -34.5110708)
2014	3	Concordia	Posadas (Municipio de Posadas)	278	c(-55.894295, -27.3664824)
2014	3	Concordia	Puerto Yeruá	888	c(-58.0143686, -31.533997)
2014	3	Concordia	Rosario	1465	c(-60.6615415, -32.9595004)
2014	3	Concordia	Río Tercero	4866	c(-64.1129881, -32.1767655)
2014	3	Concordia	San Rafael (Ciudad)	556	c(-68.330514, -34.6126025)
2014	3	Concordia	San Salvador	556	c(-58.5051869, -31.6247717)
2014	3	Concordia	Sauce de Luna	834	c(-59.2198137221078, -31.23588675)
2014	3	Concordia	Ushuaia	278	c(-68.3184972880496, -54.8061159)
2014	3	Concordia	Villa Carlos Paz	558	c(-64.4936985, -31.4183774)
2014	3	Concordia	Villaguay	6058	c(-59.0270174, -31.8676271)
2014	3	Paraná	Cerrito	2168	c(-60.0758114, -31.5804369)
2014	3	Paraná	Chajarí	1632	c(-57.9848989, -30.7565741)
2014	3	Paraná	Ciudad de Buenos Aires	35814	c(-58.4370894, -34.6075682)
2014	3	Paraná	Concepción del Uruguay	5160	c(-58.2320232, -32.4851849)
2014	3	Paraná	Concordia	8328	c(-58.0173305, -31.3972539)
2014	3	Paraná	Concordia	8328	c(-58.0173305, -31.3972539)
2014	3	Paraná	Crespo	22657	c(-60.3062469, -32.0307826)
2014	3	Paraná	Córdoba	13703	c(-64.1834193, -31.4166867)
2014	3	Paraná	Diamante	4364	c(-60.6426494, -32.0670391)
2014	3	Paraná	Esperanza	550	c(-60.9304048, -31.448994)
2014	3	Paraná	Esquel	1084	c(-71.3132832247329, -42.91337825)
2014	3	Paraná	Franck	9802	c(-60.9383367, -31.5870324)
2014	3	Paraná	General Racedo	419	c(-60.4089756, -31.9823735)
2014	3	Paraná	Gualeguaychú	2580	c(-58.5103466, -33.0078585)
2014	3	Paraná	La Paz	816	c(-59.6439325, -30.7422896)
2014	3	Paraná	La Paz	816	c(-65.0482866, -32.2174729)
2014	3	Paraná	La Picada	3272	c(-60.2966741, -31.7256604)
2014	3	Paraná	Libertador San Martín	1542	c(-60.4618956, -32.0735522)
2014	3	Paraná	Libertador San Martín	1542	c(-58.5388435, -34.5762765)
2014	3	Paraná	Lucas González	4368	c(-59.5308748, -32.3843457)
2014	3	Paraná	María Grande	2620	c(-59.9021724, -31.6647722)
2014	3	Paraná	Mendoza, Ciudad de	5096	c(-68.8446177, -32.8894155)
2014	3	Paraná	Rosario	6401	c(-60.6615415, -32.9595004)
2014	3	Paraná	Salta	1635	c(-65.4103194, -24.7892946)
2014	3	Paraná	San Luis	418	c(-66.3369903, -33.3019696)
2014	3	Paraná	San Miguel de Tucumán	1084	c(-65.2038133, -26.8303703)
2014	3	Paraná	San Salvador de Jujuy	337	c(-65.2994789, -24.1852569)
2014	3	Paraná	Santa Clara del Mar	552	c(-57.5063504, -37.8359315)
2014	3	Paraná	Santa Fe	100604	c(-60.7019561, -31.6186951)
2014	3	Paraná	Termas de Río Hondo	542	c(-64.8640783, -27.4959255)
2014	3	Paraná	Viale	6834	c(-60.0132357, -31.8721601)
2014	3	Paraná	Victoria	1395	c(-60.1576895, -32.6217981)
2014	3	Paraná	Victoria	1395	c(-58.5407091, -34.4541012)
2014	3	Paraná	Villa Urquiza	8748	c(-60.3770589, -31.6494738)
2014	4	Concordia	Chajarí	28562	c(-57.9848989, -30.7565741)
2014	4	Concordia	Ciudad de Buenos Aires	1223	c(-58.4370894, -34.6075682)
2014	4	Concordia	Colón	41986	c(-58.1356171, -32.2182804)
2014	4	Concordia	Concepción del Uruguay	1392	c(-58.2320232, -32.4851849)
2014	4	Concordia	Concordia	556	c(-58.0173305, -31.3972539)
2014	4	Concordia	Concordia	556	c(-58.0173305, -31.3972539)
2014	4	Concordia	Federación	7768	c(-57.9194395, -30.9856574)
2014	4	Concordia	General Campos	2228	c(-58.405795, -31.5233816)
2014	4	Concordia	Gualeguaychú	2267	c(-58.5103466, -33.0078585)
2014	4	Concordia	Mar del Plata	10284	c(-57.5482703, -37.9977225)
2014	4	Concordia	Paraná	1803	c(-60.5298511, -31.7330145)
2014	4	Concordia	Paraná	1803	c(-60.5298511, -31.7330145)
2014	4	Concordia	Posadas (Municipio de Posadas)	281	c(-55.894295, -27.3664824)
2014	4	Concordia	Puerto Iguazú	282	c(-54.5828753060462, -25.6346782)
2014	4	Concordia	Puerto Yeruá	556	c(-58.0143686, -31.533997)
2014	4	Concordia	Salto Grande	1248	c(-61.0883325, -32.6659822)
2014	4	Concordia	San Pedro	1955	c(-58.0813122, -30.756868)
2014	4	Concordia	San Pedro	1955	c(-59.662845, -33.6758554)
2014	4	Paraná	Aldea Valle María	7250	c(-60.5882194, -31.990497)
2014	4	Paraná	Belén de Escobar	272	c(-58.7950701, -34.3453213)
2014	4	Paraná	Carreras	903	c(-61.3099892, -33.5988593)
2014	4	Paraná	Cerrito	542	c(-60.0758114, -31.5804369)
2014	4	Paraná	Ciudad de Buenos Aires	3027	c(-58.4370894, -34.6075682)
2014	4	Paraná	Colón	542	c(-58.1356171, -32.2182804)
2014	4	Paraná	Concepción del Uruguay	4988	c(-58.2320232, -32.4851849)
2014	4	Paraná	Córdoba	4376	c(-64.1834193, -31.4166867)
2014	4	Paraná	Diamante	4096	c(-60.6426494, -32.0670391)
2014	4	Paraná	Federación	408	c(-57.9194395, -30.9856574)
2014	4	Paraná	Gualeguay	746	c(-59.3106789, -33.1504259)
2014	4	Paraná	Gualeguaychú	2494	c(-58.5103466, -33.0078585)
2014	4	Paraná	Hasenkamp	588	c(-59.8353304, -31.5120876)
2014	4	Paraná	Hernandarias	1338	c(-59.9882684, -31.2300739)
2014	4	Paraná	Islas	5550	c(-58.5373798, -34.0378533)
2014	4	Paraná	La Paz	13602	c(-59.6439325, -30.7422896)
2014	4	Paraná	La Paz	13602	c(-65.0482866, -32.2174729)
2014	4	Paraná	La Picada	13776	c(-60.2966741, -31.7256604)
2014	4	Paraná	La Rioja	542	c(-66.8558795, -29.4127411)
2014	4	Paraná	Maciá	5814	c(-59.395944, -32.1721133)
2014	4	Paraná	María Grande	568	c(-59.9021724, -31.6647722)
2014	4	Paraná	Mendoza, Ciudad de	2814	c(-68.8446177, -32.8894155)
2014	4	Paraná	Mina Clavero	2318	c(-65.0038795, -31.7209484)
2014	4	Paraná	Paraná	588	c(-60.5298511, -31.7330145)
2014	4	Paraná	Paraná	588	c(-60.5298511, -31.7330145)
2014	4	Paraná	Posadas (Municipio de Posadas)	409	c(-55.894295, -27.3664824)
2014	4	Paraná	Puerto Iguazú	542	c(-54.5828753060462, -25.6346782)
2014	4	Paraná	Rosario	3722	c(-60.6615415, -32.9595004)
2014	4	Paraná	Salta	272	c(-65.4103194, -24.7892946)
2014	4	Paraná	San Francisco	550	c(-62.0840299, -31.4249815)
2014	4	Paraná	San José de Feliciano	840	c(-58.7506643, -30.3854477)
2014	4	Paraná	Santa Fe	10504	c(-60.7019561, -31.6186951)
2014	4	Paraná	Viale	5784	c(-60.0132357, -31.8721601)
2014	4	Paraná	Victoria	844	c(-60.1576895, -32.6217981)
2014	4	Paraná	Victoria	844	c(-58.5407091, -34.4541012)
2014	4	Paraná	Villa Carlos Paz	813	c(-64.4936985, -31.4183774)
2014	4	Paraná	Villa Urquiza	1656	c(-60.3770589, -31.6494738)
2014	4	Paraná	Villaguay	1128	c(-59.0270174, -31.8676271)
2015	1	Concordia	Basavilbaso	10288	c(-58.8830126, -32.3743512)
2015	1	Concordia	Bragado	2073	c(-60.489771, -35.1155766)
2015	1	Concordia	Chajarí	20276	c(-57.9848989, -30.7565741)
2015	1	Concordia	Ciudad de Buenos Aires	632	c(-58.4370894, -34.6075682)
2015	1	Concordia	Colonia Ayuí	1668	c(-58.0304248, -31.2068575)
2015	1	Concordia	Colón	1966	c(-58.1356171, -32.2182804)
2015	1	Concordia	Concepción del Uruguay	15432	c(-58.2320232, -32.4851849)
2015	1	Concordia	Federación	21704	c(-57.9194395, -30.9856574)
2015	1	Concordia	Larroque	2232	c(-58.998577, -33.0339291)
2015	1	Concordia	Los Charrúas	15432	c(-58.1862719, -31.1695333)
2015	1	Concordia	Mar del Plata	278	c(-57.5482703, -37.9977225)
2015	1	Concordia	Nueva Escocia	13764	c(-58.0164701, -31.6496817)
2015	1	Concordia	Paraná	12629	c(-60.5298511, -31.7330145)
2015	1	Concordia	Paraná	12629	c(-60.5298511, -31.7330145)
2015	1	Concordia	Puerto Iguazú	837	c(-54.5828753060462, -25.6346782)
2015	1	Concordia	Rosario	7464	c(-60.6615415, -32.9595004)
2015	1	Concordia	San Antonio de Areco	560	c(-59.4734187, -34.2437294)
2015	1	Concordia	San Bernardo	3259	c(-59.1107154, -34.5568745)
2015	1	Concordia	Santa Ana	2952	c(-59.9128643, -31.6599536)
2015	1	Concordia	Santa Fe	1574	c(-60.7019561, -31.6186951)
2015	1	Concordia	Santa Teresita	844	c(-58.486509, -37.1420601)
2015	1	Concordia	Villa Carlos Paz	800	c(-64.4936985, -31.4183774)
2015	1	Paraná	Aldea Valle María	24740	c(-60.5882194, -31.990497)
2015	1	Paraná	Cariló	570	c(-56.8997873, -37.1611032)
2015	1	Paraná	Carreras	1068	c(-61.3099892, -33.5988593)
2015	1	Paraná	Chajarí	572	c(-57.9848989, -30.7565741)
2015	1	Paraná	Ciudad de Buenos Aires	4880	c(-58.4370894, -34.6075682)
2015	1	Paraná	Colón	7025	c(-58.1356171, -32.2182804)
2015	1	Paraná	Concordia	9249	c(-58.0173305, -31.3972539)
2015	1	Paraná	Concordia	9249	c(-58.0173305, -31.3972539)
2015	1	Paraná	Córdoba	1280	c(-64.1834193, -31.4166867)
2015	1	Paraná	Formosa	570	c(-58.1744976, -26.1852983)
2015	1	Paraná	Gualeguaychú	276	c(-58.5103466, -33.0078585)
2015	1	Paraná	La Caldera	5126	c(-65.3834166, -24.6031852)
2015	1	Paraná	La Paz	22365	c(-59.6439325, -30.7422896)
2015	1	Paraná	La Paz	22365	c(-65.0482866, -32.2174729)
2015	1	Paraná	La Picada	22724	c(-60.2966741, -31.7256604)
2015	1	Paraná	Maciá	1700	c(-59.395944, -32.1721133)
2015	1	Paraná	Mar del Plata	271	c(-57.5482703, -37.9977225)
2015	1	Paraná	Oro Verde	550	c(-60.5165484, -31.8254963)
2015	1	Paraná	Paraná	4480	c(-60.5298511, -31.7330145)
2015	1	Paraná	Paraná	4480	c(-60.5298511, -31.7330145)
2015	1	Paraná	Paso de la Laguna	550	c(-59.1600682, -31.8020814)
2015	1	Paraná	Salta	7685	c(-65.4103194, -24.7892946)
2015	1	Paraná	San José	570	c(-58.2191465, -32.2122726)
2015	1	Paraná	San José de Feliciano	337	c(-58.7506643, -30.3854477)
2015	1	Paraná	Santa Clara del Mar	1140	c(-57.5063504, -37.8359315)
2015	1	Paraná	Santa Fe	22864	c(-60.7019561, -31.6186951)
2015	1	Paraná	Santa Teresita	825	c(-58.486509, -37.1420601)
2015	1	Paraná	Sierras	570	c(-64.6371258551038, -30.77793255)
2015	1	Paraná	Tigre	550	c(-58.5808967, -34.4226513)
2015	1	Paraná	Villa Carlos Paz	840	c(-64.4936985, -31.4183774)
2015	1	Paraná	Villa Elisa	951	c(-58.4004902, -32.1631324)
2015	1	Paraná	Villa Gesell	552	c(-56.9679411, -37.2556627)
2015	1	Paraná	Villa Urquiza	39361	c(-60.3770589, -31.6494738)
2015	2	Concordia	Colonia Ayuí	1776	c(-58.0304248, -31.2068575)
2015	2	Concordia	Colón	13305	c(-58.1356171, -32.2182804)
2015	2	Concordia	Concepción del Uruguay	7627	c(-58.2320232, -32.4851849)
2015	2	Concordia	Córdoba	278	c(-64.1834193, -31.4166867)
2015	2	Concordia	Federación	17718	c(-57.9194395, -30.9856574)
2015	2	Concordia	Posadas (Municipio de Posadas)	508	c(-55.894295, -27.3664824)
2015	2	Concordia	Salto Grande	2604	c(-61.0883325, -32.6659822)
2015	2	Concordia	San Salvador	1598	c(-58.5051869, -31.6247717)
2015	2	Concordia	Tartagal	1080	c(-63.7986328, -22.5194493)
2015	2	Paraná	Campana	552	c(-58.9586837, -34.1636631)
2015	2	Paraná	Cayastá	3512	c(-60.1596324, -31.2006714)
2015	2	Paraná	Cerrito	518	c(-60.0758114, -31.5804369)
2015	2	Paraná	Ciudad de Buenos Aires	5804	c(-58.4370894, -34.6075682)
2015	2	Paraná	Colonia Avigdor	542	c(-59.4076108, -31.1842906)
2015	2	Paraná	Concepción del Uruguay	802	c(-58.2320232, -32.4851849)
2015	2	Paraná	Córdoba	5729	c(-64.1834193, -31.4166867)
2015	2	Paraná	Diamante	303	c(-60.6426494, -32.0670391)
2015	2	Paraná	General Alvear	792	c(-60.6710779, -31.950598)
2015	2	Paraná	Gualeguay	1078	c(-59.3106789, -33.1504259)
2015	2	Paraná	Hernandarias	39380	c(-59.9882684, -31.2300739)
2015	2	Paraná	Las Leñas	518	c(-70.0800761, -35.1467089)
2015	2	Paraná	Libertador San Martín	1066	c(-60.4618956, -32.0735522)
2015	2	Paraná	Libertador San Martín	1066	c(-58.5388435, -34.5762765)
2015	2	Paraná	Mar del Plata	1901	c(-57.5482703, -37.9977225)
2015	2	Paraná	María Grande	2487	c(-59.9021724, -31.6647722)
2015	2	Paraná	Posadas (Municipio de Posadas)	259	c(-55.894295, -27.3664824)
2015	2	Paraná	Rosario	275	c(-60.6615415, -32.9595004)
2015	2	Paraná	Rosario de la Frontera	526	c(-64.9739247, -25.7985752)
2015	2	Paraná	San Genaro	789	c(-61.3600947, -32.3715833)
2015	2	Paraná	San Marcial	1042	c(-58.930653724376, -32.1564766)
2015	2	Paraná	San Miguel	271	c(-58.7157491, -34.540349)
2015	2	Paraná	San Miguel	271	c(-66.0957168, -29.6294111)
2015	2	Paraná	San Salvador de Jujuy	566	c(-65.2994789, -24.1852569)
2015	2	Paraná	Santa Fe	6181	c(-60.7019561, -31.6186951)
2015	2	Paraná	Santo Tomé	3512	c(-60.7618282, -31.6630458)
2015	2	Paraná	Sauce Viejo	3512	c(-60.8372302, -31.7710276)
2015	2	Paraná	Victoria	22935	c(-60.1576895, -32.6217981)
2015	2	Paraná	Victoria	22935	c(-58.5407091, -34.4541012)
2015	2	Paraná	Villa Carlos Paz	1457	c(-64.4936985, -31.4183774)
2015	3	Concordia	Cañadón Seco	508	c(-67.6105784, -46.5630857)
2015	3	Concordia	Chajarí	5888	c(-57.9848989, -30.7565741)
2015	3	Concordia	Ciudad de Buenos Aires	514	c(-58.4370894, -34.6075682)
2015	3	Concordia	Colón	2126	c(-58.1356171, -32.2182804)
2015	3	Concordia	Corrientes	9976	c(-58.8311982, -27.4687004)
2015	3	Concordia	Federación	624	c(-57.9194395, -30.9856574)
2015	3	Concordia	Ituzaingó	297	c(-56.6893413, -27.5896182)
2015	3	Concordia	Libertador San Martín	13988	c(-60.4618956, -32.0735522)
2015	3	Concordia	Libertador San Martín	13988	c(-58.5388435, -34.5762765)
2015	3	Concordia	Paraná	278	c(-60.5298511, -31.7330145)
2015	3	Concordia	Paraná	278	c(-60.5298511, -31.7330145)
2015	3	Concordia	Puerto Iguazú	558	c(-54.5828753060462, -25.6346782)
2015	3	Concordia	Puerto Yeruá	13422	c(-58.0143686, -31.533997)
2015	3	Concordia	Puíggari	512	c(-60.4473999, -32.0540309)
2015	3	Concordia	Resistencia	7460	c(-58.9865196, -27.4511235)
2015	3	Concordia	San Justo	20825	c(-58.5607837, -34.6774186)
2015	3	Concordia	San Justo	20825	c(-60.5933274, -30.7890881)
2015	3	Concordia	San Miguel de Tucumán	546	c(-65.2038133, -26.8303703)
2015	3	Concordia	Tandil	278	c(-59.1356957, -37.3282887)
2015	3	Concordia	Termas de Río Hondo	508	c(-64.8640783, -27.4959255)
2015	3	Concordia	Villaguay	644	c(-59.0270174, -31.8676271)
2015	3	Paraná	Aldea Valle María	18524	c(-60.5882194, -31.990497)
2015	3	Paraná	Caucete	1280	c(-68.2820293, -31.6515031)
2015	3	Paraná	Cerrito	2334	c(-60.0758114, -31.5804369)
2015	3	Paraná	Ciudad de Buenos Aires	12437	c(-58.4370894, -34.6075682)
